Name,Team,Position,PositionExp,PositionGrp,Side,Age,Height,Weight,Years,Playtime,College,Jersey
Kenneth Dixon,Baltimore,RB,Running Back,Tailback,Offense,22,70,215,0,Rookie,Louisiana Tech,28
Kendrick Lewis,Baltimore,S,Safety,Defensive Back,Defense,28,72,205,7,5-8 Yrs,Ole Miss,23
Matt Elam,Baltimore,S,Safety,Defensive Back,Defense,24,70,200,4,1-4 Yrs,Florida,26
Eric Weddle,Baltimore,S,Safety,Defensive Back,Defense,31,71,200,10,9-12 Yrs,Utah,NA
Anthony Levine,Baltimore,S,Safety,Defensive Back,Defense,29,71,200,5,5-8 Yrs,Tennessee State,41
Terrence Brooks,Baltimore,S,Safety,Defensive Back,Defense,25,71,200,3,1-4 Yrs,Florida State,31
Benjamin Watson,Baltimore,TE,Tight End,Tight End,Offense,35,75,255,13,13+ Yrs,Georgia,82
Dennis Pitta,Baltimore,TE,Tight End,Tight End,Offense,31,76,245,7,5-8 Yrs,BYU,88
Nick Boyle,Baltimore,TE,Tight End,Tight End,Offense,23,76,260,2,1-4 Yrs,Delaware,82
Maxx Williams,Baltimore,TE,Tight End,Tight End,Offense,22,76,250,2,1-4 Yrs,Minnesota,87
Crockett Gillmore,Baltimore,TE,Tight End,Tight End,Offense,24,78,270,3,1-4 Yrs,Colorado State,80
Mike Wallace,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,29,72,205,8,5-8 Yrs,Ole Miss,11
Chris Moore,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,23,72,203,0,Rookie,Cincinnati,15
Steve Smith Sr.,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,37,69,195,16,13+ Yrs,Utah,89
Michael Campanaro,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,25,69,185,3,1-4 Yrs,Wake Forest,15
Kaelin Clay,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,24,70,195,2,1-4 Yrs,Utah,81
Keenan Reynolds,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,21,71,205,0,Rookie,Navy,6
Kamar Aiken,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,27,74,215,4,1-4 Yrs,UCF,11
Jeremy Butler,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,25,74,213,3,1-4 Yrs,Tennessee-Martin,17
Breshad Perriman,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,22,74,218,2,1-4 Yrs,UCF,18
Chris Matthews,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,26,77,218,3,1-4 Yrs,Kentucky,84
Daniel Brown,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,24,77,225,2,1-4 Yrs,James Madison,83
Darren Waller,Baltimore,WR,Wide Receiver,Wide Receiver,Offense,23,78,245,2,1-4 Yrs,Georgia Tech,12
Robert Kugler,Buffalo,C,Center,Offensive Line,Offense,23,75,294,0,Rookie,Purdue,NA
Eric Wood,Buffalo,C,Center,Offensive Line,Offense,30,76,310,8,5-8 Yrs,Louisville,70
Sammy Seamster,Buffalo,CB,Cornerback,Defensive Back,Defense,25,72,205,2,1-4 Yrs,Middle Tennessee,44
Nickell Robey,Buffalo,CB,Cornerback,Defensive Back,Defense,24,68,165,4,1-4 Yrs,USC,37
Javier Arenas,Buffalo,CB,Cornerback,Defensive Back,Defense,28,69,197,5,5-8 Yrs,Alabama,NA
Sterling Moore,Buffalo,CB,Cornerback,Defensive Back,Defense,26,70,202,6,5-8 Yrs,SMU,NA
Ronald Darby,Buffalo,CB,Cornerback,Defensive Back,Defense,22,71,193,2,1-4 Yrs,Florida State,28
Kevon Seymour,Buffalo,CB,Cornerback,Defensive Back,Defense,22,71,186,0,Rookie,USC,13
Mario Butler,Buffalo,CB,Cornerback,Defensive Back,Defense,27,73,187,3,1-4 Yrs,Georgia Tech,39
Corey White,Buffalo,CB,Cornerback,Defensive Back,Defense,26,73,210,5,5-8 Yrs,Samford,NA
Stephon Gilmore,Buffalo,CB,Cornerback,Defensive Back,Defense,25,73,190,5,5-8 Yrs,South Carolina,24
Jerry Hughes,Buffalo,DE,Defensive End,Front Seven,Defense,27,74,254,7,5-8 Yrs,TCU,55
Jerel Worthy,Buffalo,DE,Defensive End,Front Seven,Defense,26,74,308,3,1-4 Yrs,Michigan State,69
Shaq Lawson,Buffalo,DE,Defensive End,Front Seven,Defense,22,75,270,0,Rookie,Clemson,90
Leger Douzable,Buffalo,DE,Defensive End,Front Seven,Defense,30,76,284,9,9-12 Yrs,UCF,NA
Lavar Edwards,Buffalo,DE,Defensive End,Front Seven,Defense,26,76,275,4,1-4 Yrs,LSU,93
Max Valles,Buffalo,DE,Defensive End,Front Seven,Defense,21,76,250,1,1-4 Yrs,Virginia,54
Manny Lawson,Buffalo,DE,Defensive End,Front Seven,Defense,32,77,240,11,9-12 Yrs,NC State,91
Cedric Reed,Buffalo,DE,Defensive End,Front Seven,Defense,23,77,269,1,1-4 Yrs,Texas,56
Bryson Albright,Buffalo,DL,Defensive Lineman,Front Seven,Defense,22,77,225,0,Rookie,Miami (OH),95
Kyle Williams,Buffalo,DT,Defensive Tackle,Front Seven,Defense,33,73,303,11,9-12 Yrs,LSU,95
Marcell Dareus,Buffalo,DT,Defensive Tackle,Front Seven,Defense,26,75,331,6,5-8 Yrs,Alabama,99
Adolphus Washington,Buffalo,DT,Defensive Tackle,Front Seven,Defense,23,75,297,0,Rookie,Ohio State,92
Justin Zimmer,Buffalo,DT,Defensive Tackle,Front Seven,Defense,23,75,292,0,Rookie,Ferris State,NA
Corbin Bryant,Buffalo,DT,Defensive Tackle,Front Seven,Defense,28,76,300,4,1-4 Yrs,Northwestern,97
T.J. Barnes,Buffalo,DT,Defensive Tackle,Front Seven,Defense,26,79,364,3,1-4 Yrs,Georgia Tech,90
Jerome Felton,Buffalo,FB,Fullback,Tailback,Offense,30,72,248,9,9-12 Yrs,Furman,42
Glenn Gronkowski,Buffalo,FB,Fullback,Tailback,Offense,23,74,238,0,Rookie,Kansas State,48
John Miller,Buffalo,G,Guard,Offensive Line,Offense,22,74,303,2,1-4 Yrs,Louisville,76
Richie Incognito,Buffalo,G,Guard,Offensive Line,Offense,33,75,319,10,9-12 Yrs,Nebraska,64
Fernando Velasco,Buffalo,G,Guard,Offensive Line,Offense,31,76,310,7,5-8 Yrs,Georgia,61
Ryan Groy,Buffalo,G,Guard,Offensive Line,Offense,25,77,320,3,1-4 Yrs,Wisconsin,72
Cyril Richardson,Buffalo,G,Guard,Offensive Line,Offense,25,77,343,2,1-4 Yrs,Baylor,68
Jamison Lalk,Buffalo,G,Guard,Offensive Line,Offense,23,78,304,0,Rookie,Iowa State,NA
Eric Striker,Buffalo,LB,Linebacker,Front Seven,Defense,22,61,227,0,Rookie,Oklahoma,NA
Lorenzo Alexander,Buffalo,LB,Linebacker,Front Seven,Defense,33,73,245,10,9-12 Yrs,California,NA
Zach Brown,Buffalo,LB,Linebacker,Front Seven,Defense,26,73,248,5,5-8 Yrs,North Carolina,NA
Kevin Reddick,Buffalo,LB,Linebacker,Front Seven,Defense,26,73,240,2,1-4 Yrs,North Carolina,51
IK Enemkpali,Buffalo,LB,Linebacker,Front Seven,Defense,25,73,261,3,1-4 Yrs,Louisiana Tech,75
Preston Brown,Buffalo,LB,Linebacker,Front Seven,Defense,23,73,251,3,1-4 Yrs,Louisville,52
Reggie Ragland,Buffalo,LB,Linebacker,Front Seven,Defense,22,73,247,0,Rookie,Alabama,19
Jamari Lattimore,Buffalo,LB,Linebacker,Front Seven,Defense,27,74,229,6,5-8 Yrs,Middle Tennessee,NA
Randell Johnson,Buffalo,LB,Linebacker,Front Seven,Defense,25,76,245,3,1-4 Yrs,Florida Atlantic,58
Garrison Sanborn,Buffalo,LS,Long Snapper (pre-1970 this may indicate Left Safety),Special Teams,Special Teams,30,73,240,8,5-8 Yrs,Florida State,65
Reid Ferguson,Buffalo,LS,Long Snapper (pre-1970 this may indicate Left Safety),Special Teams,Special Teams,22,74,244,0,Rookie,LSU,NA
Jordan Mills,Buffalo,OL,Offensive Line,Offensive Line,Offense,25,77,316,4,1-4 Yrs,Louisiana Tech,79
Justin Renfrow,Buffalo,OL,Offensive Line,Offensive Line,Offense,26,78,310,1,1-4 Yrs,Miami,74
Marquis Lucas,Buffalo,OT,Offensive Tackle,Offensive Line,Offense,23,75,319,0,Rookie,West Virginia,NA
Chris Martin,Buffalo,OT,Offensive Tackle,Offensive Line,Offense,26,77,305,1,1-4 Yrs,UCF,NA
Cordy Glenn,Buffalo,OT,Offensive Tackle,Offensive Line,Offense,26,78,345,5,5-8 Yrs,Georgia,77
Seantrel Henderson,Buffalo,OT,Offensive Tackle,Offensive Line,Offense,24,79,331,3,1-4 Yrs,Miami,66
Cyrus Kouandjio,Buffalo,OT,Offensive Tackle,Offensive Line,Offense,23,79,322,3,1-4 Yrs,Alabama,71
Colton Schmidt,Buffalo,P,Punter,Special Teams,Special Teams,25,71,224,3,1-4 Yrs,UC Davis,6
Jordan Gay,Buffalo,PK,Place Kicker,Special Teams,Special Teams,26,73,200,3,1-4 Yrs,Centre,4
Dan Carpenter,Buffalo,PK,Place Kicker,Special Teams,Special Teams,30,74,228,9,9-12 Yrs,Montana,2
Marshall Morgan,Buffalo,PK,Place Kicker,Special Teams,Special Teams,22,75,201,0,Rookie,Georgia,NA
Tyrod Taylor,Buffalo,QB,Quarterback,QB,Offense,26,73,215,6,5-8 Yrs,Virginia Tech,5
EJ Manuel,Buffalo,QB,Quarterback,QB,Offense,26,76,237,4,1-4 Yrs,Florida State,3
Cardale Jones,Buffalo,QB,Quarterback,QB,Offense,23,77,250,0,Rookie,Ohio State,12
Daniel Herron,Buffalo,RB,Running Back,Tailback,Offense,27,70,212,4,1-4 Yrs,Ohio State,38
Jonathan Williams,Buffalo,RB,Running Back,Tailback,Offense,22,70,219,0,Rookie,Arkansas,32
LeSean McCoy,Buffalo,RB,Running Back,Tailback,Offense,28,71,208,8,5-8 Yrs,Pittsburgh,25
Mike Gillislee,Buffalo,RB,Running Back,Tailback,Offense,25,71,219,3,1-4 Yrs,Florida,35
Karlos Williams,Buffalo,RB,Running Back,Tailback,Offense,23,73,230,2,1-4 Yrs,Florida State,29
James Wilder Jr.,Buffalo,RB,Running Back,Tailback,Offense,24,75,232,1,1-4 Yrs,Florida State,32
Corey Graham,Buffalo,S,Safety,Defensive Back,Defense,30,72,196,10,9-12 Yrs,New Hampshire,20
Jonathan Meeks,Buffalo,S,Safety,Defensive Back,Defense,26,72,209,4,1-4 Yrs,Clemson,36
Aaron Williams,Buffalo,S,Safety,Defensive Back,Defense,26,72,199,5,5-8 Yrs,Texas,23
Colt Anderson,Buffalo,S,Safety,Defensive Back,Defense,30,70,195,7,5-8 Yrs,Montana,NA
Duke Williams,Buffalo,S,Safety,Defensive Back,Defense,25,71,201,4,1-4 Yrs,Nevada,27
Robert Blanton,Buffalo,S,Safety,Defensive Back,Defense,26,73,200,5,5-8 Yrs,Notre Dame,36
Jonathan Dowling,Buffalo,S,Safety,Defensive Back,Defense,24,75,190,2,1-4 Yrs,Western Kentucky,31
Charles Clay,Buffalo,TE,Tight End,Tight End,Offense,27,75,255,6,5-8 Yrs,Tulsa,85
Chris Gragg,Buffalo,TE,Tight End,Tight End,Offense,26,75,244,4,1-4 Yrs,Arkansas,89
Nick O'Leary,Buffalo,TE,Tight End,Tight End,Offense,23,75,252,1,1-4 Yrs,Florida State,84
Blake Annen,Buffalo,TE,Tight End,Tight End,Offense,25,76,247,1,1-4 Yrs,Cincinnati,86
Jim Dray,Buffalo,TE,Tight End,Tight End,Offense,29,77,255,7,5-8 Yrs,Stanford,NA
Robert Woods,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,24,72,190,4,1-4 Yrs,USC,10
Marquise Goodwin,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,25,69,179,4,1-4 Yrs,Texas,88
Walter Powell,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,24,71,189,2,1-4 Yrs,Murray State,16
Sammy Watkins,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,23,73,211,3,1-4 Yrs,Clemson,14
Kolby Listenbee,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,22,73,183,0,Rookie,TCU,7
Marcus Easley,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,28,74,217,6,5-8 Yrs,Connecticut,81
Leonard Hankerson,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,27,74,211,6,5-8 Yrs,Miami,80
Greg Little,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,27,74,220,6,5-8 Yrs,North Carolina,11
Greg Salas,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,27,74,210,5,5-8 Yrs,Hawaii,17
Jarrett Boykin,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,26,74,218,3,1-4 Yrs,Virginia Tech,17
Davonte Allen,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,23,74,201,0,Rookie,Marshall,NA
Gary Chambers,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,23,76,215,0,Rookie,Arizona State,NA
Dezmin Lewis,Buffalo,WR,Wide Receiver,Wide Receiver,Offense,23,76,214,1,1-4 Yrs,Central Arkansas,13
Ryan Kalil,Carolina,C,Center,Offensive Line,Offense,31,74,300,10,9-12 Yrs,USC,67
Gino Gradkowski,Carolina,C,Center,Offensive Line,Offense,27,75,300,5,5-8 Yrs,Delaware,66
Tyler Larsen,Carolina,C,Center,Offensive Line,Offense,25,76,315,0,Rookie,Utah,69
Bene Benwikere,Carolina,CB,Cornerback,Defensive Back,Defense,24,72,195,3,1-4 Yrs,San Jose State,25
Robert McClain,Carolina,CB,Cornerback,Defensive Back,Defense,28,69,195,6,5-8 Yrs,Connecticut,27
Zack Sanchez,Carolina,CB,Cornerback,Defensive Back,Defense,21,71,185,0,Rookie,Oklahoma,15
Travell Dixon,Carolina,CB,Cornerback,Defensive Back,Defense,25,73,195,0,Rookie,Washington,30
Lou Young,Carolina,CB,Cornerback,Defensive Back,Defense,24,73,205,1,1-4 Yrs,Georgia Tech,22
James Bradberry,Carolina,CB,Cornerback,Defensive Back,Defense,22,73,211,0,Rookie,Samford,21
Daryl Worley,Carolina,CB,Cornerback,Defensive Back,Defense,21,73,204,0,Rookie,West Virginia,7
Colin Jones,Carolina,DB,Defensive Back,Defensive Back,Defense,28,72,205,6,5-8 Yrs,TCU,42
Kurt Coleman,Carolina,DB,Defensive Back,Defensive Back,Defense,28,71,200,7,5-8 Yrs,Ohio State,20
Teddy Williams,Carolina,DB,Defensive Back,Defensive Back,Defense,28,73,210,5,5-8 Yrs,Texas San Antonio,21
Charles Johnson,Carolina,DE,Defensive End,Front Seven,Defense,30,74,282,10,9-12 Yrs,Georgia,95
Mario Addison,Carolina,DE,Defensive End,Front Seven,Defense,28,75,260,6,5-8 Yrs,Troy,97
Rakim Cox,Carolina,DE,Defensive End,Front Seven,Defense,25,76,260,1,1-4 Yrs,Villanova,77
Ryan Delaire,Carolina,DE,Defensive End,Front Seven,Defense,24,76,254,2,1-4 Yrs,Towson,91
Kony Ealy,Carolina,DE,Defensive End,Front Seven,Defense,24,76,275,3,1-4 Yrs,Missouri,94
Wes Horton,Carolina,DE,Defensive End,Front Seven,Defense,26,77,270,4,1-4 Yrs,USC,96
Larry Webster,Carolina,DE,Defensive End,Front Seven,Defense,26,78,262,2,1-4 Yrs,Bloomsburg,75
Arthur Miley,Carolina,DE,Defensive End,Front Seven,Defense,23,78,265,2,1-4 Yrs,Southern,71
Chas Alecxih,Carolina,DL,Defensive Lineman,Front Seven,Defense,27,76,295,1,1-4 Yrs,Pittsburgh,65
Kyle Love,Carolina,DT,Defensive Tackle,Front Seven,Defense,29,73,315,5,5-8 Yrs,Mississippi State,93
Star Lotulelei,Carolina,DT,Defensive Tackle,Front Seven,Defense,26,74,320,4,1-4 Yrs,Utah,98
Eric Crume,Carolina,DT,Defensive Tackle,Front Seven,Defense,22,74,297,1,1-4 Yrs,Syracuse,72
Kawann Short,Carolina,DT,Defensive Tackle,Front Seven,Defense,27,75,315,4,1-4 Yrs,Purdue,99
Robert Thomas,Carolina,DT,Defensive Tackle,Front Seven,Defense,25,75,325,1,1-4 Yrs,Arkansas,NA
Vernon Butler,Carolina,DT,Defensive Tackle,Front Seven,Defense,22,75,325,0,Rookie,Louisiana Tech,9
Paul Soliai,Carolina,DT,Defensive Tackle,Front Seven,Defense,32,76,345,10,9-12 Yrs,Utah,96
Mike Tolbert,Carolina,FB,Fullback,Tailback,Offense,30,69,250,9,9-12 Yrs,Coastal Carolina,35
Tre Boston,Carolina,FS,Free Safety,Defensive Back,Defense,24,73,210,3,1-4 Yrs,North Carolina,33
Dean Marlowe,Carolina,FS,Free Safety,Defensive Back,Defense,23,73,205,2,1-4 Yrs,James Madison,29
Reese Dismukes,Carolina,G,Guard,Offensive Line,Offense,23,75,296,1,1-4 Yrs,Auburn,62
Jared Barber,Carolina,LB,Linebacker,Front Seven,Defense,23,72,234,0,Rookie,West Virginia,NA
Shaq Thompson,Carolina,LB,Linebacker,Front Seven,Defense,22,72,230,2,1-4 Yrs,Washington,54
Thomas Davis,Carolina,LB,Linebacker,Front Seven,Defense,33,73,235,12,9-12 Yrs,Georgia,58
A.J. Klein,Carolina,LB,Linebacker,Front Seven,Defense,24,73,240,4,1-4 Yrs,Iowa State,56
Brian Blechen,Carolina,LB,Linebacker,Front Seven,Defense,24,74,225,1,1-4 Yrs,Utah,50
David Mayo,Carolina,LB,Linebacker,Front Seven,Defense,22,74,240,2,1-4 Yrs,Texas State,55
Luke Kuechly,Carolina,LB,Linebacker,Front Seven,Defense,25,75,238,5,5-8 Yrs,Boston College,59
Ben Jacobs,Carolina,LB,Linebacker,Front Seven,Defense,28,76,240,4,1-4 Yrs,Fresno State,53
J.J. Jansen,Carolina,LS,Long Snapper (pre-1970 this may indicate Left Safety),Special Teams,Special Teams,30,74,240,9,9-12 Yrs,Notre Dame,44
Trai Turner,Carolina,OG,Offensive Guard,Offensive Line,Offense,23,75,320,3,1-4 Yrs,LSU,70
Chris Scott,Carolina,OG,Offensive Guard,Offensive Line,Offense,28,76,340,5,5-8 Yrs,Tennessee,79
Andrew Norwell,Carolina,OG,Offensive Guard,Offensive Line,Offense,24,78,325,3,1-4 Yrs,Ohio State,68
Matthew Masifilo,Carolina,OL,Offensive Line,Offensive Line,Offense,26,75,280,4,1-4 Yrs,Stanford,64
Michael Oher,Carolina,OT,Offensive Tackle,Offensive Line,Offense,30,76,315,8,5-8 Yrs,Ole Miss,73
Donald Hawkins,Carolina,OT,Offensive Tackle,Offensive Line,Offense,24,76,305,2,1-4 Yrs,Texas,78
Jordan Rigsbee,Carolina,OT,Offensive Tackle,Offensive Line,Offense,23,76,311,0,Rookie,California,NA
Mike Remmers,Carolina,OT,Offensive Tackle,Offensive Line,Offense,27,77,305,4,1-4 Yrs,Oregon State,74
Daryl Williams,Carolina,OT,Offensive Tackle,Offensive Line,Offense,23,77,335,2,1-4 Yrs,Oklahoma,60
David Foucault,Carolina,OT,Offensive Tackle,Offensive Line,Offense,27,80,320,2,1-4 Yrs,null,63
Mike Scifres,Carolina,P,Punter,Special Teams,Special Teams,35,74,215,14,13+ Yrs,Western Illinois,NA
Swayze Waters,Carolina,PK,Place Kicker,Special Teams,Special Teams,29,71,178,1,1-4 Yrs,UAB,NA
Graham Gano,Carolina,PK,Place Kicker,Special Teams,Special Teams,29,74,205,7,5-8 Yrs,Florida State,9
Joe Webb,Carolina,QB,Quarterback,QB,Offense,29,76,235,7,5-8 Yrs,UAB,14
Cam Newton,Carolina,QB,Quarterback,QB,Offense,27,77,245,6,5-8 Yrs,Auburn,1
Derek Anderson,Carolina,QB,Quarterback,QB,Offense,33,78,230,12,9-12 Yrs,Oregon State,3
Devon Johnson,Carolina,RB,Running Back,Tailback,Offense,22,72,243,0,Rookie,Marshall,47
Jalen Simmons,Carolina,RB,Running Back,Tailback,Offense,24,68,205,0,Rookie,South Carolina State,NA
Jonathan Stewart,Carolina,RB,Running Back,Tailback,Offense,29,70,235,9,9-12 Yrs,Oregon,28
Fozzy Whittaker,Carolina,RB,Running Back,Tailback,Offense,27,70,205,4,1-4 Yrs,Texas,43
Cameron Artis-Payne,Carolina,RB,Running Back,Tailback,Offense,26,70,220,2,1-4 Yrs,Auburn,34
Brandon Wegher,Carolina,RB,Running Back,Tailback,Offense,25,70,215,2,1-4 Yrs,Morningside,32
Trenton Robinson,Carolina,S,Safety,Defensive Back,Defense,26,69,195,5,5-8 Yrs,Michigan State,NA
Marcus Ball,Carolina,S,Safety,Defensive Back,Defense,29,73,209,2,1-4 Yrs,Memphis,36
Roman Harper,Carolina,SS,Strong Safety,Defensive Back,Defense,33,73,205,11,9-12 Yrs,Alabama,41
Ed Dickson,Carolina,TE,Tight End,Tight End,Offense,28,76,255,7,5-8 Yrs,Oregon,84
Beau Sandland,Carolina,TE,Tight End,Tight End,Offense,23,76,253,0,Rookie,Montana State,85
Greg Olsen,Carolina,TE,Tight End,Tight End,Offense,31,77,253,10,9-12 Yrs,Miami,88
Braxton Deaver,Carolina,TE,Tight End,Tight End,Offense,24,77,240,0,Rookie,Duke,NA
Scott Simonson,Carolina,TE,Tight End,Tight End,Offense,24,77,250,2,1-4 Yrs,Assumption,80
Damiere Byrd,Carolina,WR,Wide Receiver,Wide Receiver,Offense,23,69,175,1,1-4 Yrs,South Carolina,18
Miles Shuler,Carolina,WR,Wide Receiver,Wide Receiver,Offense,22,70,174,0,Rookie,Northwestern,NA
Ted Ginn Jr.,Carolina,WR,Wide Receiver,Wide Receiver,Offense,31,71,185,10,9-12 Yrs,Ohio State,19
Corey Brown,Carolina,WR,Wide Receiver,Wide Receiver,Offense,24,71,185,3,1-4 Yrs,Ohio State,10
Kevin Norwood,Carolina,WR,Wide Receiver,Wide Receiver,Offense,26,74,200,3,1-4 Yrs,Alabama,81
Cobi Hamilton,Carolina,WR,Wide Receiver,Wide Receiver,Offense,25,74,197,1,1-4 Yrs,Arkansas,83
Brenton Bersin,Carolina,WR,Wide Receiver,Wide Receiver,Offense,26,75,210,3,1-4 Yrs,Wofford,11
Keyarris Garrett,Carolina,WR,Wide Receiver,Wide Receiver,Offense,23,75,212,0,Rookie,Tulsa,1
Stephen Hill,Carolina,WR,Wide Receiver,Wide Receiver,Offense,25,76,215,4,1-4 Yrs,Georgia Tech,87
Devin Funchess,Carolina,WR,Wide Receiver,Wide Receiver,Offense,22,76,225,2,1-4 Yrs,Michigan,17
Kelvin Benjamin,Carolina,WR,Wide Receiver,Wide Receiver,Offense,25,77,245,3,1-4 Yrs,Florida State,13
Ted Larsen,Chicago,C,Center,Offensive Line,Offense,29,74,305,7,5-8 Yrs,NC State,62
Hroniss Grasu,Chicago,C,Center,Offensive Line,Offense,24,75,300,2,1-4 Yrs,Oregon,55
Cornelius Edison,Chicago,C,Center,Offensive Line,Offense,23,75,307,1,1-4 Yrs,Portland State,60
Jacoby Glenn,Chicago,CB,Cornerback,Defensive Back,Defense,22,72,179,2,1-4 Yrs,UCF,39
Bryce Callahan,Chicago,CB,Cornerback,Defensive Back,Defense,24,69,183,2,1-4 Yrs,Rice,37
Kevin Peterson,Chicago,CB,Cornerback,Defensive Back,Defense,22,70,181,0,Rookie,Oklahoma State,NA
Tracy Porter,Chicago,CB,Cornerback,Defensive Back,Defense,29,71,190,9,9-12 Yrs,Indiana,21
Kyle Fuller,Chicago,CB,Cornerback,Defensive Back,Defense,24,71,190,3,1-4 Yrs,Virginia Tech,23
Sherrick McManis,Chicago,CB,Cornerback,Defensive Back,Defense,28,73,197,7,5-8 Yrs,Northwestern,27
De'Vante Bausby,Chicago,CB,Cornerback,Defensive Back,Defense,23,73,177,1,1-4 Yrs,Pittsburg State,20
Taveze Calhoun,Chicago,DB,Defensive Back,Defensive Back,Defense,23,72,192,0,Rookie,Mississippi State,NA
Jonathan Bullard,Chicago,DE,Defensive End,Front Seven,Defense,22,74,283,0,Rookie,Florida,90
Greg Scruggs,Chicago,DE,Defensive End,Front Seven,Defense,25,75,310,4,1-4 Yrs,Louisville,90
Terry Williams,Chicago,DL,Defensive Lineman,Front Seven,Defense,24,72,329,1,1-4 Yrs,East Carolina,79
Ego Ferguson,Chicago,DL,Defensive Lineman,Front Seven,Defense,24,74,300,3,1-4 Yrs,LSU,95
Eddie Goldman,Chicago,DL,Defensive Lineman,Front Seven,Defense,22,75,332,2,1-4 Yrs,Florida State,91
Mitch Unrein,Chicago,DL,Defensive Lineman,Front Seven,Defense,29,76,306,6,5-8 Yrs,Wyoming,98
Keith Browner,Chicago,DL,Defensive Lineman,Front Seven,Defense,28,76,288,1,1-4 Yrs,California,67
Marquis Jackson,Chicago,DL,Defensive Lineman,Front Seven,Defense,26,76,280,0,Rookie,Portland State,NA
Cornelius Washington,Chicago,DL,Defensive Lineman,Front Seven,Defense,26,76,285,4,1-4 Yrs,Georgia,94
Roy Robertson-Harris,Chicago,DL,Defensive Lineman,Front Seven,Defense,22,79,255,0,Rookie,UTEP,43
Will Sutton,Chicago,DT,Defensive Tackle,Front Seven,Defense,24,72,303,3,1-4 Yrs,Arizona State,93
Akiem Hicks,Chicago,DT,Defensive Tackle,Front Seven,Defense,26,77,324,5,5-8 Yrs,University of Regina,96
Cody Whitehair,Chicago,G,Guard,Offensive Line,Offense,24,75,300,0,Rookie,Kansas State,55
Vladimir Ducasse,Chicago,G,Guard,Offensive Line,Offense,28,77,325,7,5-8 Yrs,Massachusetts,62
Jerrell Freeman,Chicago,LB,Linebacker,Front Seven,Defense,30,72,240,5,5-8 Yrs,Mary Hardin-Baylor,50
John Timu,Chicago,LB,Linebacker,Front Seven,Defense,23,72,247,2,1-4 Yrs,Washington,53
Danny Trevathan,Chicago,LB,Linebacker,Front Seven,Defense,26,73,240,5,5-8 Yrs,Kentucky,59
Lamin Barrow,Chicago,LB,Linebacker,Front Seven,Defense,25,73,237,3,1-4 Yrs,LSU,57
Jonathan Anderson,Chicago,LB,Linebacker,Front Seven,Defense,24,73,231,2,1-4 Yrs,TCU,58
Jarrett Grace,Chicago,LB,Linebacker,Front Seven,Defense,23,74,254,0,Rookie,Notre Dame,59
Nick Kwiatkoski,Chicago,LB,Linebacker,Front Seven,Defense,23,74,243,0,Rookie,West Virginia,35
Lamarr Houston,Chicago,LB,Linebacker,Front Seven,Defense,29,75,270,7,5-8 Yrs,Texas,99
Sam Acho,Chicago,LB,Linebacker,Front Seven,Defense,27,75,257,6,5-8 Yrs,Texas,49
Pernell McPhee,Chicago,LB,Linebacker,Front Seven,Defense,27,75,275,6,5-8 Yrs,Mississippi State,92
Christian Jones,Chicago,LB,Linebacker,Front Seven,Defense,25,75,248,3,1-4 Yrs,Florida State,52
Willie Young,Chicago,LB,Linebacker,Front Seven,Defense,30,76,251,7,5-8 Yrs,NC State,97
Leonard Floyd,Chicago,LB,Linebacker,Front Seven,Defense,23,78,244,0,Rookie,Georgia,84
Patrick Scales,Chicago,LS,Long Snapper (pre-1970 this may indicate Left Safety),Special Teams,Special Teams,28,76,244,1,1-4 Yrs,Utah State,48
Aaron Brewer,Chicago,LS,Long Snapper (pre-1970 this may indicate Left Safety),Special Teams,Special Teams,26,77,230,5,5-8 Yrs,San Diego State,46
Donovan Williams,Chicago,OL,Offensive Line,Offensive Line,Offense,22,75,315,0,Rookie,Louisiana Lafayette,NA
Amini Silatolu,Chicago,OL,Offensive Line,Offensive Line,Offense,27,76,320,5,5-8 Yrs,Midwestern State,NA
John Kling,Chicago,OL,Offensive Line,Offensive Line,Offense,23,79,313,0,Rookie,Buffalo,NA
Charles Leno,Chicago,OT,Offensive Tackle,Offensive Line,Offense,24,75,302,3,1-4 Yrs,Boise State,72
